"file","line","component","control","label","handlers","category","flows","mode"
"src/components/client-collaboration-workspace.tsx","368","ClientCollaborationWorkspace","select","""role""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","373","ClientCollaborationWorkspace","button","Create invitation","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","379","ClientCollaborationWorkspace","input","""Copyable client invitation""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","384","ClientCollaborationWorkspace","button","Copy","onClick={() => void copyInvite()}","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","422","ClientCollaborationWorkspace","button","Continue review as open","onClick={() => void continueRequest(clientRequest.id)}","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","430","ClientCollaborationWorkspace","form","<input type=""hidden"" name=""requestId"" value={clientRequest.id} /> <label> <span>Client-visible clarification prompt</span> <textarea name=""prompt"" required maxLength={5_000} rows={3} /> </label> <button type=""submit"" disabled={pending}> Request clarification </button>","onSubmit={requestClarification}","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","434","ClientCollaborationWorkspace","input","""requestId""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","441","ClientCollaborationWorkspace","textarea","""prompt""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","448","ClientCollaborationWorkspace","button","Request clarification","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","453","ClientCollaborationWorkspace","form","<input type=""hidden"" name=""requestId"" value={clientRequest.id} /> <label> <span>Other client-visible message</span> <textarea name=""body"" required maxLength={5_000} rows={2} /> </label> <button type=""submit"" disabled={pending}> Add shared message </button>","onSubmit={postClientVisibleMessage}","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","457","ClientCollaborationWorkspace","input","""requestId""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","464","ClientCollaborationWorkspace","textarea","""body""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","466","ClientCollaborationWorkspace","button","Add shared message","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","493","ClientCollaborationWorkspace","select","{`Role for ${participant.name}`}","onChange={(event) => void changeParticipant( participant.id, ""PATCH"", event.target.value as ""collaborator"" | ""approver"", ) }","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","507","ClientCollaborationWorkspace","button","Revoke","onClick={() => void changeParticipant(participant.id, ""DELETE"") }","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","531","ClientCollaborationWorkspace","button","Rotate link","onClick={() => void reissue(invitation.id)}","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","546","ClientCollaborationWorkspace","form","<label> <span>Milestone</span> <select name=""milestoneId"" required> <option value="""">Choose milestone</option> {milestones.map((milestone) => ( <option value={milestone.id} key={milestone.id}> {milestone.name} </option> ))} </select> </label> <label> <span>Client-safe summary</span> <textarea name=""clientSummary"" requi","onSubmit={addMilestone}","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","549","ClientCollaborationWorkspace","select","""milestoneId""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","560","ClientCollaborationWorkspace","textarea","""clientSummary""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","567","ClientCollaborationWorkspace","button","Add to client view","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","599","ClientCollaborationWorkspace","form","<input type=""hidden"" name=""requestId"" value={item.id} /> <input type=""hidden"" name=""decisionId"" value={item.decision!.id} /> <span className=""commercial-badge commercial-linked""> Internal: {item.decision!.disposition.replace(""_"", "" "")} </span> <h3>{item.title}</h3> <label> <span>Client title</span> <input name=""title"" ","onSubmit={publishPacket}","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","604","ClientCollaborationWorkspace","input","""requestId""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","605","ClientCollaborationWorkspace","input","""decisionId""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","616","ClientCollaborationWorkspace","input","""title""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","625","ClientCollaborationWorkspace","textarea","""requestSummary""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","634","ClientCollaborationWorkspace","textarea","""treatmentSummary""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","643","ClientCollaborationWorkspace","select","""impactAssessmentId""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","659","ClientCollaborationWorkspace","input","""includeScheduleDeltaDays""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","663","ClientCollaborationWorkspace","input","""includeTargetDate""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","667","ClientCollaborationWorkspace","input","""includeMonetaryAmount""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","671","ClientCollaborationWorkspace","button","Publish successor packet","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","685","ClientCollaborationWorkspace","form","<input type=""hidden"" name=""projectItemId"" value={item.id} /> <span className=""client-chip"">{item.target}</span> <h3>{item.title}</h3> <label> <span>Acceptance title</span> <input name=""snapshotTitle"" required defaultValue={item.title} maxLength={240} /> </label> <label> <span>What is being accepted?</span> <textarea na","onSubmit={publishAcceptance}","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","690","ClientCollaborationWorkspace","input","""projectItemId""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","695","ClientCollaborationWorkspace","input","""snapshotTitle""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","704","ClientCollaborationWorkspace","textarea","""snapshotSummary""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","717","ClientCollaborationWorkspace","input","""packetIds""","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/client-collaboration-workspace.tsx","729","ClientCollaborationWorkspace","button","Publish successor target","","Client collaboration","client_publication, client_participants, client_request_review, client_acceptance_publication, client_team_discussion","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","354","ProjectBriefWorkspace","form","<div> <p className=""eyebrow""> {editingNoteId ? ""Edit context note"" : ""New context note""} </p> <h2> {editingNoteId ? ""Refine the shared context"" : ""Capture a decision or constraint""} </h2> </div> <label> <span>Title</span> <input value={title} onChange={(event) => setTitle(event.target.value)} maxLength={120} required /","onSubmit={(event) => { event.preventDefault(); save(); }}","Collaboration","project_notes","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","373","ProjectBriefWorkspace","input","Dynamic/reusable control","onChange={(event) => setTitle(event.target.value)}","Collaboration","project_notes","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","382","ProjectBriefWorkspace","textarea","Dynamic/reusable control","onChange={(event) => setBody(event.target.value)}","Collaboration","project_notes","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","390","ProjectBriefWorkspace","MentionControl","Dynamic/reusable control","onInsert={(mention) => setBody((value) => `${value}${value ? "" "" : """"}${mention} `) }","Collaboration","project_notes","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","404","ProjectBriefWorkspace","button","{editingNoteId ? ""Save changes"" : ""Save note""}","","Collaboration","project_notes","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","408","ProjectBriefWorkspace","button","Cancel","onClick={() => { setEditingNoteId(null); setTitle(""""); setBody(""""); }}","Collaboration","project_notes","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","428","ProjectBriefWorkspace","button","{showingArchived ? ""Show active"" : ""Show archived""}","onClick={() => loadNotes(!showingArchived)}","Collaboration","project_notes","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","459","ProjectBriefWorkspace","button","Edit","onClick={() => { setEditingNoteId(note.id); setTitle(note.title); setBody(note.body); }}","Collaboration","project_notes","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","471","ProjectBriefWorkspace","button","{note.archivedAt ? ""Restore"" : ""Archive""}","onClick={() => toggleArchive(note)}","Collaboration","project_notes","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","946","CommentRow","form","<label> <span>Edit comment</span> <textarea value={editBody} onChange={(event) => setEditBody(event.target.value)} rows={4} maxLength={10_000} required /> </label> <div className=""comment-actions""> <button type=""submit"" disabled={busy}> Save edit </button> <button type=""button"" className=""text-button"" onClick={() => { ","onSubmit={(event) => { event.preventDefault(); setBusy(true); void onEdit(comment.id, editBody) .then(() => setEditing(false)) .finally(() => setBusy(false)); }}","Collaboration","work_discussion","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","958","CommentRow","textarea","Dynamic/reusable control","onChange={(event) => setEditBody(event.target.value)}","Collaboration","work_discussion","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","967","CommentRow","button","Save edit","","Collaboration","work_discussion","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","970","CommentRow","button","Cancel","onClick={() => { setEditing(false); setEditBody(comment.body ?? """"); }}","Collaboration","work_discussion","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","999","CommentRow","button","Reply","onClick={onReply}","Collaboration","work_discussion","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1004","CommentRow","button","Edit","onClick={() => setEditing(true)}","Collaboration","work_discussion","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1013","CommentRow","button","{history ? ""Hide history"" : ""History""}","onClick={() => void toggleHistory()}","Collaboration","work_discussion","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1023","CommentRow","button","Delete","onClick={() => { if ( window.confirm( ""Delete this comment? Its version history remains available to authorized project members."", ) ) onDelete(comment.id); }}","Collaboration","work_discussion","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","727","WorkCollaborationWorkspace","Link","← Back to backlog","href={`/app/${workspaceSlug}/projects/${project.key}/backlog`}","Collaboration","work_discussion, work_subscription, project_activity","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","739","WorkCollaborationWorkspace","button","{watching ? ""Watching"" : ""Watch""}","onClick={toggleWatch}","Collaboration","work_discussion, work_subscription, project_activity","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","764","WorkCollaborationWorkspace","CommentRow","Dynamic/reusable control","onDelete={remove}; onEdit={edit}; onReply={ comment.contextOnly ? undefined : () => setReplyTo(comment.id) }","Collaboration","work_discussion, work_subscription, project_activity","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","780","WorkCollaborationWorkspace","CommentRow","Dynamic/reusable control","onDelete={remove}; onEdit={edit}","Collaboration","work_discussion, work_subscription, project_activity","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","807","WorkCollaborationWorkspace","form","<div> <label htmlFor=""comment-body""> {replyTo ? ""Reply"" : ""Add a comment""} </label> {replyTo ? ( <button type=""button"" className=""text-button"" onClick={() => setReplyTo(null)} > Cancel reply </button> ) : null} </div> <textarea id=""comment-body"" value={body} onChange={(event) => setBody(event.target.value)} rows={5} ma","onSubmit={(event) => { event.preventDefault(); submit(); }}","Collaboration","work_discussion, work_subscription, project_activity","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","819","WorkCollaborationWorkspace","button","Cancel reply","onClick={() => setReplyTo(null)}","Collaboration","work_discussion, work_subscription, project_activity","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","828","WorkCollaborationWorkspace","textarea","Dynamic/reusable control","onChange={(event) => setBody(event.target.value)}","Collaboration","work_discussion, work_subscription, project_activity","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","837","WorkCollaborationWorkspace","MentionControl","Dynamic/reusable control","onInsert={(mention) => setBody((value) => `${value}${value ? "" "" : """"}${mention} `) }","Collaboration","work_discussion, work_subscription, project_activity","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","855","WorkCollaborationWorkspace","button","Comment","","Collaboration","work_discussion, work_subscription, project_activity","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","184","MentionControl","input","""Search by name""","onChange={(event) => setQuery(event.target.value)}; onKeyDown={(event) => { if (event.key === ""Enter"") { event.preventDefault(); search(1); } }}","Collaboration","work_discussion, work_subscription, project_notes, project_activity, workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","197","MentionControl","button","{searching ? ""Searching…"" : ""Search members""}","onClick={() => search(1)}","Collaboration","work_discussion, work_subscription, project_notes, project_activity, workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","209","MentionControl","select","<option value="""">Choose a project member</option> {options.map((member) => ( <option key={member.userId} value={member.userId}> {member.name} </option> ))}","onChange={(event) => setUserId(event.target.value)}","Collaboration","work_discussion, work_subscription, project_notes, project_activity, workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","221","MentionControl","button","Insert mention","onClick={() => { const member = options.find( (candidate) => candidate.userId === userId, ); if (member) onInsert(`@[${member.name}](user:${member.userId})`); }}","Collaboration","work_discussion, work_subscription, project_notes, project_activity, workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","238","MentionControl","button","Previous matches","onClick={() => search(resultPage.number - 1)}","Collaboration","work_discussion, work_subscription, project_notes, project_activity, workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","249","MentionControl","button","Next matches","onClick={() => search(resultPage.number + 1)}","Collaboration","work_discussion, work_subscription, project_notes, project_activity, workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","535","Pagination","Link","Previous","href={href(page.number - 1)}","Collaboration","work_discussion, work_subscription, project_notes, project_activity, workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","543","Pagination","Link","Next","href={href(page.number + 1)}","Collaboration","work_discussion, work_subscription, project_notes, project_activity, workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1099","InboxWorkspace","button","Mark all read","onClick={() => mark( items.filter((item) => !item.readAt).map((item) => item.id), true, ) }","Collaboration","workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1146","InboxWorkspace","Link","Open","href={href}; onClick={() => { if (!item.readAt) mark([item.id], true); }}","Collaboration","workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1154","InboxWorkspace","button","{item.readAt ? ""Mark unread"" : ""Mark read""}","onClick={() => mark([item.id], !item.readAt)}","Collaboration","workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1202","InboxWorkspace","Link","Open {item.projectName}","href={`/app/${workspaceSlug}/projects/${item.projectKey}/client`}; onClick={() => { if (!item.readAt) markClient(item.id); }}","Collaboration","workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1211","InboxWorkspace","button","Mark read","onClick={() => markClient(item.id)}","Collaboration","workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1231","InboxWorkspace","Link","Previous","href={`/app/${workspaceSlug}/inbox?page=${page.number - 1}`}","Collaboration","workspace_inbox","Business flow / supporting control"
"src/components/collaboration-workspace.tsx","1241","InboxWorkspace","Link","Next","href={`/app/${workspaceSlug}/inbox?page=${page.number + 1}`}","Collaboration","workspace_inbox","Business flow / supporting control"
"src/components/commercial-workspace.tsx","488","CommercialWorkspace","summary","Add commercial source","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","489","CommercialWorkspace","form","<fieldset> <legend>Source type</legend> <label> <input type=""radio"" name=""sourceMode"" value=""paste"" defaultChecked />{"" ""} Paste text </label> <label> <input type=""radio"" name=""sourceMode"" value=""file"" /> Upload file </label> </fieldset> <AppField id=""commercial-source-name"" label=""Source name""> <AppInput name=""pasteNa","onSubmit={createSource}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","493","CommercialWorkspace","input","""sourceMode""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","502","CommercialWorkspace","input","""sourceMode""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","553","CommercialWorkspace","button","Inspect","onClick={() => loadSource(item.id)}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","560","CommercialWorkspace","a","Original","href={`${base}/sources/${item.id}/download`}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","562","CommercialWorkspace","button","Retry","onClick={async () => { const result = await apiRequest( `${base}/sources/${item.id}/retry`, ""POST"", {}, ); if (result.ok) refresh(""Source parsing retried.""); else setMessage(result.message); }}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","601","CommercialWorkspace","form","<label> Ready source <select name=""sourceId"" required defaultValue=""""> <option value="""" disabled> Choose a parsed source </option> {readySources.map((item) => ( <option value={item.id} key={item.id}> {item.name} </option> ))} </select> </label> <button disabled={!readySources.length || pending}> Create baseline v1 </bu","onSubmit={createBaseline}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","604","CommercialWorkspace","select","""sourceId""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","615","CommercialWorkspace","button","Create baseline v1","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","620","CommercialWorkspace","form","<label> Amendment label <input name=""label"" required maxLength={160} placeholder=""e.g. Phase 2 signed amendment"" /> </label> <label> Amendment source <select name=""sourceId"" required defaultValue=""""> <option value="""" disabled> Choose a parsed amendment </option> {readySources.map((item) => ( <option value={item.id} key","onSubmit={createAmendment}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","623","CommercialWorkspace","input","""e.g. Phase 2 signed amendment""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","632","CommercialWorkspace","select","""sourceId""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","648","CommercialWorkspace","input","""decisionIds""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","659","CommercialWorkspace","button","Prepare amendment draft","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","670","CommercialWorkspace","button","Make version effective","onClick={activateVersion}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","694","CommercialWorkspace","form","<div className=""scope-form-row""> <label> Kind <select name=""kind"" defaultValue={editing?.kind || ""deliverable""} key={editing?.id || ""new-kind""} > <option value=""deliverable"">Deliverable</option> <option value=""requirement"">Requirement</option> <option value=""exclusion"">Exclusion</option> <option value=""constraint"">Cons","onSubmit={saveScope}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","698","CommercialWorkspace","select","""kind""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","711","CommercialWorkspace","input","""title""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","722","CommercialWorkspace","textarea","""details""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","732","CommercialWorkspace","input","""e.g. Deliverables, paragraph 2""","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","746","CommercialWorkspace","button","{editing ? ""Preserve revision"" : ""Add scope item""}","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","750","CommercialWorkspace","button","Cancel revision","onClick={() => setEditing(null)}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","799","CommercialWorkspace","button","Evidence","onClick={() => inspectAnchor(item)}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","807","CommercialWorkspace","button","Revise","onClick={() => { setEditing(item); inspectAnchor(item); }}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","818","CommercialWorkspace","button","{item.archivedAt ? ""Restore"" : ""Retire""}","onClick={() => archiveScope(item)}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","834","CommercialWorkspace","EvidenceInspector","Dynamic/reusable control","onSelectionChange={setSelection}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","863","BaselineHistory","summary","<span className={`baseline-version version-${version.state}`}> {version.state === ""draft"" ? ""Draft"" : `v${version.versionNumber}`} </span> <strong>{version.label}</strong> <span>{version.sourceName}</span>","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","931","BaselineHistory","summary","Inspect scope and authorized work","","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","964","BaselineHistory","Link","Previous","href={`?historyPage=${history.page.number - 1}`}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","974","BaselineHistory","Link","Next","href={`?historyPage=${history.page.number + 1}`}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","1004","DriftLedger","Link","<span className={`drift-state drift-${item.state}`}> {driftLabel(item.state)} </span> <strong> {projectKey}-{item.number} · {item.title} </strong> <span>{item.status.replaceAll(""_"", "" "")}</span>","href={`/app/${workspaceSlug}/projects/${projectKey}/work/${item.id}`}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","1024","DriftLedger","Link","Previous","href={`?page=${drift.page.number - 1}`}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","1032","DriftLedger","Link","Next","href={`?page=${drift.page.number + 1}`}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","1076","EvidenceInspector","textarea","Dynamic/reusable control","onSelect={captureSelection}; onKeyUp={captureSelection}; onMouseUp={captureSelection}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
"src/components/commercial-workspace.tsx","1255","WorkCommercialPanel","form","<AppField id=""commercial-work-purpose"" label=""Work purpose""> <AppSelect name=""purpose"" defaultValue={provenance.purpose}> <option value=""unclassified"">Unclassified</option> <option value=""client_delivery"">Client delivery</option> <option value=""delivery_support"">Delivery support</option> <option value=""internal"">Intern","onSubmit={classify}","Commercial","commercial_evidence, commercial_scope, commercial_agreement, commercial_drift_ledger, work_commercial_basis","Business flow / supporting control"
